Warehouse,Customer Name,Customer Code,SKU Name,SKU Code,UOM - Sale,Pack Size,SKU Item Selling Price,ASP,FG Dispatch Qty,FG Qty Sold,Revenue,IN-take Cost / Packet ABP,In-take Margin (IM)% - WO FM,FM,FM%,In-take Margin (IM)% - With FM,PPL,DC Dump,RTV Dump,Stock Loss Dump,Transit/damage Loss,Production PPL%,Stock Adjustment %,DC Dump%,RTV Dump %,Stock Loss Dump %,Transit/damage Loss %,Total Production PPL% & Dump%,PM%,Labour / Packet,Transport / Packet,Packaging / Packet,Labelling / Packet,Utility / Packet,Consumables / Packet,Ops Cost / Packet,Ops Cost / Packet - Supply Net Of RTV,Ops Cost %,OM%,Report Date
Mumbai,Swiggy - Mumbai,SCM,Mixed Sprouts Swiggy - 150 GM,,pack,150 GM,20.0,20.0,310,310,6200.0,12.0,40.0,0.0,0.0,40.0,0.2,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,39.0,1.5,1.2,3.0,0,0.8,0,6.5,6.5,32.5,6.5,2025-04-29
Mumbai,Swiggy - Mumbai,SCM,Coconut Chunks,,pack,100 GM,24.0,24.0,99,99,2376.0,5.8,75.8,0.0,0.0,75.8,17.9,0.0,0.0,0.0,0.0,74.6,,0.0,0.0,0.0,0.0,74.6,1.3,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.3,2025-04-29
Mumbai,Swiggy - Mumbai,SCM,Brown Channa Sprouts,,pack,150 Gms,19.0,19.0,201,201,3819.0,6.8,64.2,0.0,0.0,64.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,64.2,1.5,1.2,3.0,0,0.8,0,6.5,6.5,34.21052631578947,29.98947368421053,2025-04-29
Mumbai,Swiggy - Mumbai,SCM,Shelled Green Peas,,pack,0.25KG,54.0,0.0,99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,Swiggy - Mumbai,SCM,Sambar Onion Peeled Outsourced,,pack,0.2 Kg,49.0,49.0,24,24,1176.0,40.0,18.4,0.0,0.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,18.4,0.5,1.2,0.5,0,0.8,0,3.0,3.0,6.122448979591836,12.277551020408161,2025-04-29
Mumbai,Swiggy - Mumbai,SCM,Sliced Green Salad,,pack,0.25KG,53.6,53.6,11,11,589.6,9.0,83.2,46.7,7.9,75.3,0.4,0.0,0.0,326.4,0.6,0.7,,0.0,0.0,55.4,0.1,56.2,19.1,6.5,1.2,12.0,0,0.8,0,20.5,20.5,38.24626865671642,-19.146268656716416,2025-04-29
Mumbai,Swiggy - Mumbai,SCM,Fruit Chaat,,pack,250 gm,49.1,49.1,72,72,3535.2,14.6,70.3,169.7,4.8,65.5,9.1,0.0,-7.4,197.9,37.4,18.5,,0.0,-0.2,5.6,1.1,25.0,40.5,6.0,1.2,9.0,0,0.8,0,17.0,17.0,34.623217922606926,5.876782077393074,2025-04-29
Mumbai,Swiggy - Mumbai,SCM,Sliced Watermelon-200gms,,pack,200 Gms,24.0,24.0,23,23,552.0,8.5,64.6,0.0,0.0,64.6,2.6,0.0,0.0,208.6,0.0,10.8,,0.0,0.0,37.8,0.0,48.6,16.0,3.0,1.5,5.0,0,0.8,0,10.3,10.3,42.91666666666667,-26.91666666666667,2025-04-29
Mumbai,Swiggy - Mumbai,SCM,Cut Pineapple,,pack,0.2KG,55.0,55.0,324,320,17600.0,9.0,83.6,0.0,0.0,83.6,29.3,0.0,-149.1,2012.7,0.0,53.3,,0.0,-0.8,11.4,0.0,63.9,19.8,3.0,1.2,4.0,0,0.8,0,9.0,9.1,16.545454545454543,3.2545454545454575,2025-04-29
Mumbai,Swiggy - Mumbai,SCM,Pomegranate Arils Outsourced,,pack,200g,64.0,64.0,611,611,39104.0,58.7,8.3,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8.3,1.5,1.2,0.4,0,0.8,0,3.9,3.9,6.09375,2.2062500000000007,2025-04-29
Mumbai,Swiggy - Mumbai,SCM,Pineapple Peeled (Ananas) - Whole,,pack,0.8 kg,88.0,88.0,60,60,5280.0,17.9,79.7,0.0,0.0,79.7,66.0,0.0,-62.1,838.6,0.0,75.0,,0.0,-1.2,15.9,0.0,89.7,-10.0,5.0,1.2,12.0,0,0.8,0,19.0,19.7,22.386363636363633,-32.38636363636363,2025-04-29
Mumbai,Swiggy - Mumbai,SCM,Pineapple Chunks,,pack,0.25 KG,64.0,64.0,110,110,7040.0,9.9,84.5,0.0,0.0,84.5,36.7,0.0,-63.3,854.2,0.0,57.3,,0.0,-0.9,12.1,0.0,68.6,16.0,3.0,1.2,4.0,0,0.8,0,9.0,9.3,14.531250000000002,1.4687499999999982,2025-04-29
Mumbai,Swiggy - Mumbai,SCM,Avial Mix,,gm,1,70.0,70.0,8,8,560.0,13.8,80.3,8.4,1.5,78.8,7.1,1.2,0.0,59.7,0.2,10.1,,0.2,0.0,10.7,0.0,21.1,57.7,5.0,1.2,8.0,0,0.8,0,15.0,15.0,21.428571428571427,36.27142857142857,2025-04-29
Mumbai,Swiggy - Mumbai,SCM,Bharwan Achari Bhindi,,pack,250 Gms,55.9,55.9,7,7,391.3,40.9,26.8,0.0,0.0,26.8,8.6,2.8,0.0,6.9,0.0,15.4,,0.7,0.0,1.8,0.0,17.9,9.0,3.5,1.2,5.0,0,0.8,0,10.5,10.5,18.783542039355993,-9.783542039355993,2025-04-29
Mumbai,Swiggy - Mumbai,SCM,Rajma Soaked,,pack,200gms,23.0,23.0,17,17,391.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,100.0,0.5,1.2,3.5,0,0.8,0,6.0,6.0,26.08695652173913,73.91304347826087,2025-04-29
Mumbai,Swiggy - Mumbai,SCM,DIY Nutty Basil Pesto - 100 Gm,,pack,100 GM,78.6,78.6,2,2,157.2,38.9,50.5,0.0,0.0,50.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,50.5,10.0,1.2,4.0,0,0.8,0,16.0,16.0,20.356234096692113,30.143765903307887,2025-04-29
Mumbai,Swiggy - Mumbai,SCM,Fiery Salsa - 100 gm,,pack,1,47.3,47.3,6,6,283.8,7.0,85.2,0.0,0.0,85.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,85.2,4.0,1.2,4.0,0,0.8,0,10.0,10.0,21.141649048625794,64.05835095137421,2025-04-29
Mumbai,Swiggy - Mumbai,SCM,Pulav Mix,,pack,1,72.0,72.0,72,72,5184.0,14.5,79.9,809.3,15.6,64.2,8.0,0.0,0.0,7.0,185.1,11.1,,0.0,0.0,0.1,3.6,14.8,49.4,5.0,1.2,8.0,0,0.8,0,15.0,15.0,20.833333333333336,28.566666666666663,2025-04-29
Mumbai,Swiggy - Mumbai,SCM,Chinese Rice/Noodle Mix,,pack,1,65.0,65.0,68,68,4420.0,7.2,88.9,594.9,13.5,75.5,1.4,5.2,0.0,147.0,7.2,2.2,,0.1,0.0,3.3,0.2,5.8,69.7,5.0,1.2,8.0,0,0.8,0,15.0,15.0,23.076923076923077,46.62307692307692,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,DIY Thai Green Curry Kit,,pack,0.25KG,406.1,406.1,2,2,812.2,179.4,55.8,0.0,0.0,55.8,5.8,0.0,0.0,0.0,0.0,1.4,,0.0,0.0,0.0,0.0,1.4,54.4,5.0,1.2,4.0,0,0.8,0,11.0,11.0,2.7086924402856436,51.69130755971435,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Thai Green Curry Veggies NBRTV,,pack,0.25 KG,0.0,0.0,8,5,0.0,23.2,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.2,56.8,0,0.8,0,68.8,110.1,inf,-inf,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,DIY Burmese Khow Suey,,pack,1 Pack,499.3,499.3,5,5,2496.5,106.2,78.7,0.0,0.0,78.7,4.1,0.0,0.0,0.0,0.0,0.8,,0.0,0.0,0.0,0.0,0.8,77.9,10.0,1.2,102.2,0,0.8,0,114.2,114.2,22.872020829160824,55.02797917083918,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Khow Suey Veggies NBRTV,,pack,Serves 2,0.0,0.0,8,5,0.0,19.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,56.8,0,0.8,0,69.6,111.4,inf,-inf,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Veg Ramen NB,,pack,Serves 2,499.3,499.3,3,3,1497.9,83.8,83.2,0.0,0.0,83.2,1.5,0.0,0.0,0.0,0.0,0.3,,0.0,0.0,0.0,0.0,0.3,82.9,10.0,1.2,101.0,0,0.8,0,113.0,113.0,22.631684358101342,60.26831564189867,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Veg Ramen NBRTV,,pack,Serves 2,0.0,0.0,3,3,0.0,45.4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.2,101.0,0,0.8,0,113.0,113.0,inf,-inf,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Sushi Kit (No Veggies),,pack,Serves 3,880.7,880.7,2,2,1761.4,353.8,59.8,0.0,0.0,59.8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,59.8,10.0,1.2,141.4,0,0.8,0,153.4,153.4,17.417962983990005,42.38203701600999,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Caesar Salad,,pack,serves 1,0.0,0.0,2,2,0.0,113.8,0.0,0.0,0.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2,4.0,0,0.8,0,11.0,11.0,inf,-inf,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Loaded Caesar Salad,,pack,1 Pack,213.6,213.6,2,2,427.2,82.1,61.6,0.0,0.0,61.6,10.6,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,5.0,56.6,5.0,1.2,4.0,0,0.8,0,11.0,11.0,5.149812734082397,51.450187265917606,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Peanut Butter & Chocolate Overnight Oats,,pack,Serves 1,134.9,134.9,2,2,269.8,63.8,52.7,0.0,0.0,52.7,0.8,0.0,0.0,0.0,0.0,0.6,,0.0,0.0,0.0,0.0,0.6,52.1,10.0,1.2,30.3,0,0.8,0,42.3,42.3,31.35656041512231,20.74343958487769,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Chinese Rice/Noodle Mix,,pack,1 Pack,143.2,143.2,5,5,716.0,29.3,79.5,0.0,0.0,79.5,1.5,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,78.5,5.0,1.2,4.0,0,0.8,0,11.0,11.0,7.681564245810056,70.81843575418995,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Chinese Rice/Noodle Mix NBRTV,,pack,1,0.0,0.0,6,6,0.0,6.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2,8.0,0,0.8,0,15.0,15.0,inf,-inf,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Holy Guacamole Salad,,pack,1,0.0,0.0,2,2,0.0,42.4,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.2,10.0,0,0.8,0,19.0,19.0,inf,-inf,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,NEW Holy Guacamole Salad Inhouse Shelling,,pack,Serves 1,213.6,213.6,1,1,213.6,34.9,83.7,0.0,0.0,83.7,15.1,0.0,0.0,0.0,0.0,7.1,,0.0,0.0,0.0,0.0,7.1,76.6,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,76.6,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Nutty pesto Salad,,pack,serves 1,0.0,0.0,4,4,0.0,70.6,0.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2,4.0,0,0.8,0,11.0,11.0,inf,-inf,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,NEW Nutty pesto Salad,,kg,1,213.6,213.6,1,1,213.6,48.1,77.5,0.0,0.0,77.5,4.4,0.0,0.0,0.0,0.0,2.1,,0.0,0.0,0.0,0.0,2.1,75.4,5.0,1.2,4.0,0,0.8,0,11.0,11.0,5.149812734082397,70.2501872659176,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Fabulous Fusilli Salad,,pack,serves 1,0.0,0.0,4,4,0.0,44.5,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.2,10.0,0,0.8,0,19.0,19.0,inf,-inf,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,NEW Fabulous Fusilli Salad,,pack, 1 pack,213.6,213.6,1,1,213.6,42.5,80.1,0.0,0.0,80.1,4.4,0.0,0.0,0.0,0.0,2.1,,0.0,0.0,0.0,0.0,2.1,78.0,7.0,1.2,10.0,0,0.8,0,19.0,19.0,8.895131086142323,69.10486891385767,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Italian Pasta Mix,,pack,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Italian Pasta Mix,,pack,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Italian Pasta Mix,,pack,1 Pack,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Italian Pasta Mix,,pack,1 Pack,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Sushi Kit NBRTV,,pack,Serves 3,0.0,0.0,4,4,0.0,129.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.2,141.4,0,0.8,0,153.4,153.4,inf,-inf,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Pluckk Sugarcane Juice 250Ml (Ambient),,pack,250 ml,55.6,55.6,50,50,2780.0,34.7,37.6,0.0,0.0,37.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,37.6,1.0,5.0,0.0,0,0.8,0,6.8,6.8,12.230215827338128,25.369784172661873,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Pluckk Mango Juice 250Ml (Ambient),,pack,250 ml,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Pluckk Chilli Guava Juice 250Ml (Ambient),,pack,250 ml,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Pluckk Pomegranate Juice 250Ml (Ambient)	,,pack,250 ml,93.1,93.1,30,30,2793.0,72.8,21.8,0.0,0.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,21.8,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,21.8,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Pluckk Valencia Orange Juice 250Ml (Ambient),,pack,250 ml,93.1,93.1,53,53,4934.3,72.8,21.8,0.0,0.0,21.8,0.0,0.0,0.0,3031.6,0.0,0.0,,0.0,0.0,61.4,0.0,61.4,-39.6,1.0,5.0,0.0,0,0.8,0,6.8,6.8,7.303974221267455,-46.903974221267454,2025-04-29
Mumbai,Natures Basket - Mumbai,NBM,Pluckk Pineapple Juice 250Ml (Ambient),,pack,250 ml,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,Zepto - Mumbai,ZKM,American Sweet Corn Peeled In house,,pack,200gms,19.0,19.0,200,194,3686.0,13.0,31.6,0.0,0.0,31.6,0.4,92.6,0.0,463.2,0.0,2.1,,2.5,0.0,12.6,0.0,17.2,14.4,3.1,1.0,3.5,0,0.8,0,8.4,8.7,45.78947368421053,-31.38947368421053,2025-04-29
Mumbai,Zepto - Mumbai,ZKM,Onion Peeled,,kg,0.5 KG,0.0,0.0,0,0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,Zepto - Mumbai,ZKM,Peeled Baby Corn,,pack,0.25KG,45.0,45.0,8,8,360.0,27.5,38.9,0.0,0.0,38.9,0.0,17.0,0.0,0.0,0.0,0.0,,4.7,0.0,0.0,0.0,4.7,34.2,1.0,1.2,3.0,0,0.8,0,6.0,6.0,13.333333333333334,20.866666666666667,2025-04-29
Mumbai,Zepto - Mumbai,ZKM,Coconut Grated,,pack,200 GM,49.0,49.0,133,133,6517.0,18.5,62.2,0.0,0.0,62.2,36.5,0.0,0.0,461.0,0.0,74.5,,0.0,0.0,7.1,0.0,81.6,-19.3,3.0,1.5,2.5,0,0.8,0,7.8,7.8,15.918367346938775,-35.21836734693878,2025-04-29
Mumbai,Zepto - Mumbai,ZKM,Pluckk Peeled Garlic,,pack,200 Gms,43.0,43.0,5,5,215.0,24.0,44.2,0.0,0.0,44.2,0.4,0.0,0.0,0.0,0.0,0.9,,0.0,0.0,0.0,0.0,0.9,43.3,1.3,1.5,2.3,0,0.8,0,5.9,5.9,13.72093023255814,29.579069767441858,2025-04-29
Mumbai,Zepto - Mumbai,ZKM,Chopped Ginger [Adrak],,pack,0.1KG,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,Zepto - Mumbai,ZKM,Pumpkin Cut 200 GM,,pack,0.2 Kg,20.0,20.0,367,367,7340.0,4.2,79.0,0.0,0.0,79.0,3.9,585.0,0.0,0.0,0.0,19.5,,8.0,0.0,0.0,0.0,27.5,51.5,2.0,1.5,1.0,0,0.8,0,5.3,5.3,26.5,25.0,2025-04-29
Mumbai,Zepto - Mumbai,ZKM,Moong Sprouts -,,pack,0.175 Kg,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,Zepto - Mumbai,ZKM,Mixed Sprouts - 200 GM,,pack,200 GM,20.0,20.0,431,431,8620.0,11.6,42.0,0.0,0.0,42.0,1.0,0.0,0.0,1472.0,0.0,5.0,,0.0,0.0,17.1,0.0,22.1,19.9,1.5,1.5,3.0,0,0.8,0,6.8,6.8,34.0,-14.100000000000001,2025-04-29
Mumbai,Zepto - Mumbai,ZKM,Coconut Chunks,,pack,0.2 KG,49.0,49.0,136,136,6664.0,17.8,63.7,0.0,0.0,63.7,26.8,0.0,0.0,0.0,0.0,54.7,,0.0,0.0,0.0,0.0,54.7,9.0,3.0,1.5,2.5,0,0.8,0,7.8,7.8,15.918367346938775,-6.9183673469387745,2025-04-29
Mumbai,Zepto - Mumbai,ZKM,Zepto Papaya Cut,,pack,200 GM,27.0,27.0,18,18,486.0,10.0,63.0,0.0,0.0,63.0,3.9,0.0,0.1,264.1,0.0,14.4,,0.0,0.0,54.3,0.0,68.8,-5.8,2.0,3.0,2.9,0,0.2,0,8.1,8.1,30.0,-35.8,2025-04-29
Mumbai,Zepto - Mumbai,ZKM,Cut Pineapple,,pack,0.2KG,58.0,58.0,435,435,25230.0,9.0,84.5,0.0,0.0,84.5,36.7,0.0,-239.7,3235.1,0.0,63.3,,0.0,-1.0,12.8,0.0,75.1,9.3,5.0,1.5,4.0,0,0.8,0,11.3,11.3,19.482758620689655,-10.182758620689654,2025-04-29
Mumbai,Zepto - Mumbai,ZKM,Pomegranate Arils 100 gm (Outsourced),,pack,0.1 Kg,38.0,38.0,305,305,11590.0,29.3,22.9,0.0,0.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,22.9,2.5,1.5,2.3,0,0.8,0,7.1,7.1,18.684210526315788,4.215789473684211,2025-04-29
Mumbai,Zepto - Mumbai,ZKM,Pineapple Peeled (Ananas) - Whole,,pack,0.8 kg,91.0,91.0,6,6,546.0,17.9,80.3,0.0,0.0,80.3,82.0,0.0,-7.4,99.9,0.0,90.1,,0.0,-1.4,18.3,0.0,107.1,-26.7,5.0,1.2,10.0,0,0.8,0,17.0,17.0,18.681318681318682,-45.38131868131868,2025-04-29
Mumbai,Zepto - Mumbai,ZKM,Muskmelon Cut,,pack,0.2 KG,34.0,34.0,51,51,1734.0,6.0,82.4,0.0,0.0,82.4,5.8,0.0,0.0,116.1,0.0,17.1,,0.0,0.0,6.7,0.0,23.8,58.6,3.0,1.2,5.0,0,0.8,0,10.0,10.0,29.411764705882355,29.188235294117646,2025-04-29
Mumbai,Zepto - Mumbai,ZKM,Sliced Watermelon,,pack,0.25,26.0,26.0,42,42,1092.0,8.5,67.3,0.0,0.0,67.3,3.6,0.0,0.0,417.3,0.0,13.8,,0.0,0.0,38.2,0.0,52.1,15.2,2.5,1.2,4.0,0,0.8,0,8.5,8.5,32.69230769230769,-17.492307692307694,2025-04-29
Mumbai,Zepto - Mumbai,ZKM,Veg Pulav Mix,,pack,250 GM,39.0,39.0,21,21,819.0,12.0,69.2,243.8,29.8,39.5,9.7,0.0,0.0,5.5,37.3,24.9,,0.0,0.0,0.7,4.6,30.1,9.4,3.0,1.5,4.5,0,0.8,0,9.8,9.8,25.128205128205128,-15.728205128205127,2025-04-29
Mumbai,Zepto - Mumbai,ZKM,Lady Finger Fry Cut,,pack,200 GM,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,1.6,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,STPL - Mumbai,STM,Sambar Mix,,pack,200 gms,108.5,0.0,1,1,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,44.8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,STPL - Mumbai,STM,Pulav Mix (Inhouse Shelling),,pack,Serves 1,35.9,0.0,4,4,143.6,0.0,0.0,31.9,0.0,0.0,0.0,0.0,0.0,0.3,7.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,STPL - Mumbai,STM,Thai Curry Mix,,pack,250 Gms,208.9,0.0,2,2,417.8,0.0,0.0,13.5,0.0,0.0,0.0,79.1,0.0,167.3,0.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,STPL - Mumbai,STM,Biryani Mix,,pack,1,56.7,0.0,11,11,623.7,0.0,0.0,92.4,0.0,0.0,0.0,1.4,0.0,1.6,20.8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,STPL - Mumbai,STM,Veg Makhanwala Mix,,pack,0.2KG,46.0,0.0,2,2,92.0,0.0,0.0,28.3,0.0,0.0,0.0,0.3,0.0,0.1,7.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,STPL - Mumbai,STM,Mushroom Stir Fry Mix,,pack,0.25,99.9,0.0,2,2,199.8,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,148.5,0.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,STPL - Mumbai,STM,Crunchy Veg Mix,,pack,0.25KG,77.7,0.0,4,4,310.8,0.0,0.0,47.6,0.0,0.0,0.0,0.2,0.0,39.4,5.7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,STPL - Mumbai,STM,Avial Mix,,pack,0.25KG,66.2,0.0,2,2,132.4,0.0,0.0,2.7,0.0,0.0,0.0,0.5,0.0,26.2,0.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,STPL - Mumbai,STM,DIY Sundried Tomato Pesto - 100 Gm,,pack,1,54.9,0.0,2,2,109.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,STPL - Mumbai,STM,Morning Protein Kit,,pack,0.5KG,52.7,0.0,1,1,52.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
Mumbai,STPL - Mumbai,STM,Instant Italian Herb Broccoli Rice,,pack,0.25KG,107.3,0.0,1,1,107.3,0.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,8.4,5.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,2025-04-29
